Date Created,Number of Likes,Source of Tweet,Tweets
2023-06-29 10:41:15+00:00,0,,"@omraut trying to pull audience to theatres by reducing prices 🙃🚶‍♂️🚶‍♂️🚶‍♂️
#Adipurush https://t.co/IbIcTQMxKI"
2023-06-29 10:41:11+00:00,0,,"What's happening in our country? Why is it that when they depict reality, people flee from it? They'll promote #Adipurush but not the story of Kerala Story. #Priorities #RealityMatters #kerelaStory https://t.co/PyX9dZoBMc"
2023-06-29 10:37:11+00:00,29,,If we consider footfalls #Adipurush didn't even crossed half of #PushpaTheRise https://t.co/WpLWwa3Xfl
2023-06-29 10:36:20+00:00,0,,"#Adipurush seems to be the first movie ever which is facing #boycott from all religions. The language @manojmuntashir
The language. Shame! @omraut
https://t.co/isSdy1DBll"
2023-06-29 10:35:13+00:00,19,,"Top 10 hindi movies of 2023

1. #ZaraHatkeZaraBachke ⭐⭐⭐⭐1/2
2. #SatyapremkiKatha ⭐⭐⭐⭐
3. #TheKeralaStory ⭐⭐⭐⭐
4. #TuJhoothiMaiMakkaar ⭐⭐⭐⭐
5. #Pathaan ⭐⭐⭐⭐
6. #Selfiee ⭐⭐⭐1/2
7. #Adipurush ⭐⭐⭐1/2
8. #Shehzada ⭐⭐⭐
9. #Bholaa
10. #KisiKaBhaiKisiKiJaan"
2023-06-29 10:35:00+00:00,0,,@ManobalaV #Adipurush
2023-06-29 10:34:11+00:00,0,,"Which movie will you choose this weekend? Comment Down

#growels101 #growels101mall #ilovekandivali #pvr #adipurush #horror #action #mythology https://t.co/tGSovlfQSu"
2023-06-29 10:33:27+00:00,22,,"#Vijayawada
29-6-23
Matinee 

#SPYMovie 
Alankar = Full

#EeNagaranikiEmaindi 
V Swarna = Full

#Adipurush 
Saileja = 33,477

#Samajavaragamana 
JaiRam = 30,333"
2023-06-29 10:33:25+00:00,14,,"So according to Pull arao fans #Adipurush ki blockbuster talk vachindi🙏
Pull arao gadi movies day1 nunchi hit talk vasthe last ki flop chestharu vile Adipurush ki dhaniki opposite cheseru
AAth galani minchina ep lk galu vilu"
2023-06-29 10:32:50+00:00,19,,"Bhimavaram Gross Upto
Matinees

#SPY 1,89,955/-

#Adipurush 1,13,530/-

#Samajavaragamana 
79,215/-"
2023-06-29 10:32:28+00:00,83,,"#Adipurush Tirupati Ceeded A Centre Evening Show Fast Filling 💥🔥🌋
#Prabhas #Salaar #ProjectK https://t.co/isj0l4Umvy"
2023-06-29 10:29:45+00:00,54,,"Day14 Lucknow 🔥🔥

#Adipurush https://t.co/6qHjoD4VJN"
2023-06-29 10:28:42+00:00,0,,"ʼಆದಿಪುರುಷ್‌‌ʼ ನಿರ್ಮಾಪಕರನ್ನು ತರಾಟೆಗೆ ತೆಗೆದುಕೊಂಡ ಅಲಹಾಬಾದ್‌ ಹೈಕೋರ್ಟ್
#Adipurush #AllahabadHC @RitamAppKannada #KannadaNews 
Read More @ 
https://t.co/Ruc3pQLowa"
2023-06-29 10:26:27+00:00,15,,"Ranchi - 1/1FF 🔥🔥

#Adipurush 

https://t.co/j8EOWmgi1g https://t.co/QVsHN2FHUe"
2023-06-29 10:26:25+00:00,0,,"#EidMubarak #BoycottBollywood #Adipurush #मांस_खाना_हराम #earthquake #RahulGandhi
#ManipurRiots #EidAlAdha2023
#AllahabadHighCourt 
सूचना मिला है कि आज #Bengal #Jharkhand #Kerala और बहुत सारे अन्य राज्य की #Traffic #Police #बकरीद मना रही है,कहीं कोई चेकिंग नहीं
भाईचारे की मिशाल"
2023-06-29 10:24:45+00:00,14,,"Day14 Bhubaneshwar - 1/2 FF 🔥🔥

#Adipurush 

https://t.co/WQbSnr7uY4 https://t.co/NlZGkQOOzo"
2023-06-29 10:24:38+00:00,1013,,"With Better ratings the Mighty 600Cr Budget #Adipurush failed to cross #Pushpa Worldwide Gross 

One and Only PAN india star @alluarjun 🙏 https://t.co/VoqDuGtHei"
2023-06-29 10:23:53+00:00,10,,Adipurush | #Adipurush | Manoj Muntashir | #ManojMuntashir https://t.co/3CzkcO8j0p
2023-06-29 10:23:39+00:00,83,,"Song ekkada ra @UV_Creations @TSeries @peoplemediafcy @Offladipurush

#Adipurush 
#Prabhas https://t.co/hPf0vVaWx4"
2023-06-29 10:23:05+00:00,29,,"Where is #HuppaHuiya song ? 🥲
@TSeries @rajeshnair06
#Prabhas #Adipurush https://t.co/PXsR0FgOSC"
2023-06-29 10:22:39+00:00,0,,"They gonna spoil ur industry too. They don't have content copy south content soo they better think involve with south and examples are in front of you people, #adipurush #zanjeer #aiyya and many more , soo it's your decision, I love watching allu arjun. Please wake up"
2023-06-29 10:21:28+00:00,5,,"#HuppaHuiya
@omraut 
#Adipurush 
Ekkada ra rey song ekkadara 🤦🤦
@UV_Creations ekkada dorikaru andi meeru maku 🤦......"
2023-06-29 10:18:20+00:00,1,,"বিতর্ককে দূরে ঠেলে পরিচালকের পাশে কার্নিক
#SiddhantKarnick #Adipurush #nationalnews #EiSamay
https://t.co/kTwSTGMjy8"
2023-06-29 10:17:28+00:00,24,,Matniee 68K #Adipurush 👌
2023-06-29 10:17:12+00:00,275,,"Beauty Queen 🦍🐵
______________________________
#PaidDogDeekshasharma #BanFilmiIndianFromYoutube
#prabhas #salaar #ProjectK #Adipurush #BoycottBollywood #SalaarTheSaga https://t.co/7AAIpLoCh6"
2023-06-29 10:15:19+00:00,1,,"ఆదిపురుష్ : ఆ డైలాగ్స్ కుంభకర్ణుడికీ నచ్చలేదట!
 
Click Here : https://t.co/2hzF2L6tlb 

#Adipurush #Prabhas #OmRaut #Kritisanon #SaifAliKhan #Lavipajni #Dialogue #LatestNews #Tupaki #Tollywood #Bollywood https://t.co/TXkAoMkOFE"
2023-06-29 10:15:02+00:00,0,,#Adipurush actor #LaviPajni says even he is hurt with dialogues of #Prabhas’ film: ‘I am a Hindu too’ https://t.co/oynSe18WQH #WeRIndia https://t.co/r5mKIMXo6A
2023-06-29 10:13:55+00:00,382,,"Song ekkada ra @UV_Creations @TSeries @peoplemediafcy @GskMedia_PR 

#Adipurush 
#Prabhas https://t.co/HXj9SrUXlK"
2023-06-29 10:11:56+00:00,27,,"Why is the tolerance of the Hindus tested all the time ? Fortunately, Hindus did not take law into their hands !

Allahabad High Court pulls up the producers of the film ‘#Adipurush’

HC questions, ‘Has the Central Censor Board fulfilled its objectives ?

https://t.co/JQSLDBPr52 https://t.co/cTkDKYwADB"
2023-06-29 10:10:57+00:00,3,,@hydrtcxroadcoll Good hold #Adipurush  👍
2023-06-29 10:10:30+00:00,9,,"#HuppaHuiya 

Ekkada Link ?

@UV_Creations @TSeries @Offladipurush #Adipurush #OmRaut"
2023-06-29 10:07:57+00:00,3,,"‘Adipurush Trailer Promised A Treat, But The Movie Turned Out To Be A Disaster,’ says Sandeep Singh, a movie buff
#Adipurush #OmRaut #ManojMuntashir #Prabhas #EpicRamayana #AdipurushADisaster #KritiSanon #AdipurushReview #SaifAliKhan #AdipurushDialogues
https://t.co/TieKpfPi1A"
2023-06-29 10:04:43+00:00,57,,"#Prabhas

#Adipurush 

@omraut @TSeries 

Asalu Mee kanna worst movie makers untara ra 

Movie ki add cheyalasina song emo YouTube ananru

Eppudu chuste Dani kosame marchipoyaru

❤️Da team  💯"
2023-06-29 10:04:27+00:00,3,,"#NewProfilePic 

cinema actress pic pedithe yavarthi aa ammai anta 🤦‍♂️ ,ento anduke appudu appudu cinema lu kuda chudali 🤦‍♂️ ..

#Prabhas #Salaar #Adipurush #ProjectK https://t.co/EGpZlIne8f"
2023-06-29 10:03:30+00:00,13,,"Patna - 1 Show FF 🔥🔥

arey yerripuka @TSeries @AAFilmsIndia 

Guwahati,Patna,Chandigarh lo atleast oka 2 Evening shows Add cheyyandra ayya🙏🏻

#Adipurush
https://t.co/2p1t5yYUoZ https://t.co/NwnMsmf7Zz"
2023-06-29 10:01:18+00:00,6,,"This is the 4th time I've received this email &amp; while I understand that #Adipurush does have issues, why on earth would someone take the trouble to create &amp; spread such a negative campaign.... https://t.co/3b5uCZcWPP"
2023-06-29 10:00:52+00:00,0,,"First #adipurush and now copying #pasoori , Bollywood has hit an all time low."
2023-06-29 09:59:34+00:00,0,,"@AsH60482777 @Zeeshan_sh_87 @Harmindarboxoff Here requests are being to the PM to ban this film. There is NO comparison of the boycotting and trolling #Adipurush has gotten. Despite that, these collections are pure stardom."
2023-06-29 09:59:11+00:00,231,,"#Adipurush still shows are filling amdist of two new movies #SPYMovie , #Samajavaragamana   and #EeNagaranikiEmaindi  re release . Last weekend ke close ankuna . Konchem talk decent una aypo 😭😭, Numbers vere la untunde . https://t.co/N42A9D339e"
2023-06-29 09:58:55+00:00,53,,"Chandigarh - 1Show FF 🔥🔥

@TSeries @AAFilmsIndia okka show ntra mustinakodakallara

#Adipurush https://t.co/gsDEBHoJdR"
2023-06-29 09:58:02+00:00,0,,"@AsH60482777 @Zeeshan_sh_87 @Harmindarboxoff Yeah! But #Pathaan got great reviews and that's why it got collections. But #Adipurush will go down in history with having the having the worst boycott campaigns and trolls, memes etc. At least for #Pathaan it stopped after reviews came out. #ADIPURUSH kept on going even now."
2023-06-29 09:57:53+00:00,0,,"ಟಿವಿಯಲ್ಲಿ ಮತ್ತೊಮ್ಮೆ ಮರುಪ್ರಸಾರವಾಗಲಿದೆ ‘ರಾಮಾಯಣ’.

#RamanandSagar, #Ramayanaserial, #Adipurush, #RamayanaTVserial, #bollywood, #entertainment

https://t.co/8TOGF6xdUU"
2023-06-29 09:57:09+00:00,2,,"#AllahabadHighCourt Slams the Makers of the Movie #Adipurush 
🔻
Why is the Tolerance of Hindu Community being Put to Test, 
Make a Documentary on the QURAN depicting wrong things &amp; See what will happen : Allahabad High Court in #Adipurush Case.  

#FactCheck #BoycottBollywood https://t.co/LV75gno3Ye"
2023-06-29 09:57:07+00:00,70,,"#Adipurush Bangalore Kannada Version Fast Filling 💥🔥🌋
#Prabhas #Salaar #ProjectK https://t.co/8KBXFmEzSk"
2023-06-29 09:54:50+00:00,0,,"#ADIPURUSH  देखकर सो रहे थे....... वानरी सेना द्वारा  बदला लिया जा रहा है
@GaurangBhardwa1 https://t.co/AUgOlPoRW8"
2023-06-29 09:54:05+00:00,1,,"@Offladipurush orei, where is the huppa huiyya song?? #Adipurush"
2023-06-29 09:53:15+00:00,0,,"#HuppaHuiya video song ekkadra ungamma @TSeries @omraut @peoplemediafcy @UV_Creations 
3Ki  annaru
#Adipurush"
2023-06-29 09:52:59+00:00,0,,Show time : #ADIPURUSH 3D https://t.co/5R5GaiJMje
2023-06-29 09:52:57+00:00,5,,"What an amazing visual 👏🤩
#Prabhas @kritisanon #Adipurush https://t.co/HlfC5BxvWI"
2023-06-29 09:52:39+00:00,0,,"@IAMRAJSHEKHAWAT @prasoonjoshi_ Is namune ko jab president banaya to laga tha ki ab kuch bhala hoga!!!!  72 hoore ke trailer pe inko samsya ho rahi hai or #ADIPURUSH me bhagwano ke ulte seedhe dilougues ko isne pass kar diya!! 
#prasoonjoshi @prasoonjoshi_ #AdipurushDisaster #72Hoorain"
2023-06-29 09:51:53+00:00,0,,"It's #BargainThursday! Grab the combo and catch up on #Elemental, #TheFlash, #SpiderVerse, #TheLittleMermaid, #NoHardFeelings, #Transformers and #Adipurush 
all playing today!

Buy tickets at the counter or Call 0722745605 for bookings.
#RupasMallCinemas #Eldoret #GetInvolved https://t.co/UhpzZtQUE9"
2023-06-29 09:50:04+00:00,29,,"#Prabhas no 1 brand in tollywood
#Adipurush #Salaar #ProjectK https://t.co/FHivWJHp3a"
2023-06-29 09:49:40+00:00,0,,"@Zeeshan_sh_87 @Harmindarboxoff Bro...#Adipurush has had the biggest boycott campaign ever. Which world r u in? Pls go cand check for proof. THE WORST BOYCOTT CAMPAIGN. Youtube, twitter, instagram everywhere. But despite all that, he proved his stardom."
2023-06-29 09:49:31+00:00,0,,@peoplemediafcy @omraut @kritisanon Huppa huiya video song yedandi 🤨🤨 #ADIPURUSH
2023-06-29 09:49:08+00:00,3,,"#Bahubali series ni worldwide Re-release chesthe easy ga 100Cr collection osthadi 🤙.

#Prabhas #Adipurush #Salaar #ProjectK https://t.co/wKoxTCGOo9"
2023-06-29 09:48:08+00:00,1,,"@MSD_MB_STAN @Mk_15338245 @PrabhasRaju #Adipurush 3Days Weekend Recovery 65%+ with Huge pre release business 

sVP 4Days Weekend Recovery 62%+ with less pre release business  Fake chesthe emosthaadhi ilaa fake success meet lu pettukovatam thappa"
2023-06-29 09:47:05+00:00,0,,"#Adipurush fame Siddhant Karnick defended his film and said that 'we need to show that our Gods are cooler than superheroes'. 
.
.
.
#Ramayan #Prabhas #KritiSanon @TrendsPrabhas @Team_Prabhas @PrabhasStreaks @Prabhas_Empire @KritiSanonZone @KritiSanonCafe
https://t.co/walbJhW4BR"
2023-06-29 09:44:28+00:00,288,,"Ready ga undandi Rebels 😜

Naa Ready Ft.  #Prabhas 💥
Tomorrow 6:30PM 🤟
End dhaka chudandi 🔊🥁

#ProjectK #Salaar #Prabhas #Adipurush https://t.co/Pkr9pZAZO3"
2023-06-29 09:44:23+00:00,3809,,Rate #Prabhas acting in #Adipurush out of 10 https://t.co/bV7VJljDJu
2023-06-29 09:42:48+00:00,4,,"プラバースの新作として楽しみにしていた #Adipurush だけど
もう一つインドの言語でラーマーヤナを体験したいった思ってて、アニメは英語だったから
テルグ語でラーマーヤナ嬉しい😍😍😍って思ってるんだよね。
絶対日本で上映して下さい🙏🙏🙏"
2023-06-29 09:40:56+00:00,53,,"फिल्म #ADIPURUSH पर निकम्मे @prasoonjoshi_  & Co. को प्रयागराज कोर्ट ने हिंदू देवी देवताओं पर चवन्नी डायलॉग पास करने पर खरी खोटी सुनाई पर ये बेशर्म लोग है! इस चवन्नी छाप को सेंसर बोर्ड का हेड बना दिया !? इन्हें बाहर करो, ऐसे घटिया इंसानो को #सेंसर_बोर्ड में बैठने का कोई हक नही जिसे भारतीय सनातन धर्म का ज्ञान नही । इसके लिए पैसे ही भगवान है ।
@manojmuntashir #OmRaut 
@omraut @TSeries
#आदिपुरुष #आदिपुरुष_भांड_टीम_का_बहिष्कार"
2023-06-29 09:38:36+00:00,0,,"सत्यप्रेम की कथा' की एडवांस बुकिंग टॉप 10 की लिस्ट में चौथे नंबर पर है, देखें रिपोर्ट
#KartikAaryan #KiaraAdvani #SatyapremKiKatha #boxoffice #ShahRukhKhan #Pathaan #Adipurush
https://t.co/cphlVNuWP6"
2023-06-29 09:37:55+00:00,5,,"Adipurush: फिल्म मेकर्स को लगी इलाहाबाद HC की फटकार

#Adipurush #AllahabadHighCourt #KaranJohar #TamannaahBhatia #PhonePe #JBTNews #Quran https://t.co/dqhUc1d6wQ"
2023-06-29 09:35:17+00:00,3,,@ManobalaV #ADIPURUSH Collected ₹401.95 Cr. Gross WW in 13 Days.
2023-06-29 09:32:30+00:00,0,,"HLP Group goes above and beyond to show gratitude to its exceptional team and hosted an unforgettable movie night as a gesture of recognition for their tireless dedication and remarkable contributions.

#HLPGroup #HLPPalmillas #ResidentialPlots #Movietime #Adipurush https://t.co/jwmtVNPmjT"
2023-06-29 09:32:29+00:00,50,,9K to 44K 👌#Adipurush
2023-06-29 09:31:52+00:00,2,,"And the WINNER is ??

#Samajavaragamana or #SPYMovie ??

#SPYMovieReview #Adipurush #SamajavaragamanaReview #BRO
#GunturKaaram #AA22 #RRR"
2023-06-29 09:29:32+00:00,0,,‘Why are you testing the tolerance level of Hindus’? Make a documentary on the quaran depicting wrong things and see what will happen. : Allahabad High Court lambasts #Adipurush makers for the crass portrayal of #Ramayana characters.
2023-06-29 09:27:45+00:00,2,,"Happy #TholiEkadashi 🙇‍♂️🙏
#Prabhas𓃵  #Adipurush https://t.co/x99CrhzqWl"
2023-06-29 09:27:30+00:00,0,,#Adipurush Actor Lavi Pajni Who Played Kumbhkaran Says Film's Dialogues Hurt His Religious Sentiments Too https://t.co/FvJ53M4X7M
2023-06-29 09:25:56+00:00,0,,@adipursh_june @DpAadhf @actor_Nikhil #Adipurush kanna bagunda?🐔
2023-06-29 09:18:52+00:00,7,,Latest picture of #SonalChauhan who was recently seen as Mandodari in #Adipurush. https://t.co/zCfuKgBSNE
2023-06-29 09:16:59+00:00,20,,"#Adipurush WW Box Office 

Week 1 - ₹ 375.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 9.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 7.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 418.46 cr

#Prabhas ,75 cr needed for break even https://t.co/uGZpSItyIm"
2023-06-29 09:15:50+00:00,0,,"Adipurushवर हायकोर्टाचे ताशेरे; ‘धर्माचे चुकीचे वर्णन करू नये’, म्हणत सेन्सॉर बोर्डाला झापलं

#entertainment #highcourt #adipurush 
#sensorboard @rajeshnair06 @PrabhasRaju @TrendsPrabhas @Team_Prabhas @PrabhasStreaks @VinayDHFprabhas @moviebuff_hyd 

https://t.co/47eBAeZlkd"
2023-06-29 09:15:00+00:00,4,,"if they kept this aura n pace throughout movie would've change the results completely.. unexpectedly brilliant 
the ending veena music..chills 🥵🔥🎶
m stuck at this song😭
#Prabhas #Adipurush #SaifAliKhan"
2023-06-29 09:14:36+00:00,2,,"@RahulSinhaTV फिल्म #ADIPURUSH पर निकम्मे @prasoonjoshi_  &amp; Co. को प्रयागराज कोर्ट ने हिंदू देवी देवताओं पर चवन्नी डायलॉग पास करने पर खरी खोटी सुनाई पर ये बेशर्म लोग है! कहां से मोदीजी इन्हें ढूंढकर लाए और सेंसर बोर्ड का हेड बना दिया! इन्हें निकाल बाहर करना चाहिए!
@narendramodi"
2023-06-29 09:12:02+00:00,18,,"""We need to show our Gods are cooler than superheroes in #Prabhas  #Adipurush"" - Siddhant Karnick ( Vibhishan) https://t.co/srYs6uM2ZP"
2023-06-29 09:11:31+00:00,12,,"Reports claiming that #Prabhas had declined #Adipurush2 are not true. During the editing of #Adipurush, director #OmRaut pitched an idea of releasing the film in two parts as they had more than 4 hours of content. However the makers decided not to do that and trimmed the content into a single 3-hour duration film."
2023-06-29 09:10:30+00:00,4,,"気が付くと #Shivoham を口遊んでいる😆
この曲も素晴らしい🎶🎶🎶
#Adipurush"
2023-06-29 09:09:08+00:00,62,,"#adipurush ki IMDb - 4.4/10 BMS - 6.1/10 

sVP ki 8/10 unna disaster  to mixed talk ani Eskuntaru pillalu https://t.co/jEGfsf7yAF"
2023-06-29 09:08:45+00:00,0,,"Adipurush Actor Siddhant Karnick Defends the Film; Says ‘We Need to Show Kids that Our Gods are Cooler’  https://t.co/8m7sNIqaaz 

#AdipurushReview #adipurushcontroversy #adipurushmoviereview #Adipurushmovie #Adipurush #SiddhantKarnick

Follow For More Updates"
2023-06-29 09:08:32+00:00,0,,"Hindus went to Court for #Adipurush &amp; got Justice... 
They will be called Social &amp; Civilized
But a Community which always takes matter into its own hands, being above the Law of the Land should be deemed......... 
Your answers &amp; comments!"
2023-06-29 09:07:55+00:00,109,,"One last time 🥳

#Adipurush 🔥 https://t.co/eo5vMFiyuz"
2023-06-29 09:07:34+00:00,1,,"@VickyOfficia1 Nw #Adipurush celebration was over and fans are busy with #Salaar and #ProjectK even #Prabhas also nw busy wid #Salaar and #ProjectK 🤣
Wastage of tym 😏😒🤣🤣🤣🤣"
2023-06-29 09:07:25+00:00,1,,"@Zeeshan_sh_87 @Harmindarboxoff #Zero Budget: 200 crores Collection: 191 crores.
#Saaho Budget: 350 crores Collection: 440 crores approx.
#Adipurush Budget: 400 -500 crores: 480 crores(still running). 
#Saaho and #Adipurush got huge flop talk with huge budget, but still recovered."
2023-06-29 09:07:11+00:00,2,,"Appatnundo adugutundi teskellu ra ani mummy 
eroju kudirindi 
#Adipurush 😇 https://t.co/8at2lvPEQf"
2023-06-29 09:06:32+00:00,3,,"Rara huka @omraut .. Choodra okasari aa bookings.. Aa 2nd half cheekatlo hengudu manesi neat ga teesuntey.. Maku intha negativity vacchedi kadra.. Inkoti entii antey okka dialogue tho cinema ni dengavettav @manojmuntashir 🙏. Woww clapsss
#ADIPURUSH .. https://t.co/R9TRPZRwAG"
2023-06-29 09:06:07+00:00,319,,#ADIPURUSH Though There is Huge  difference in Gross numbers in Different Portals  .. Worldwide Closing Share will end up between 190 to 200c in almost every site which makes it as AVG movie at BoxOffice considering Recovery%
2023-06-29 09:02:47+00:00,1,,which movie should I watch today #Adipurush #SPYMovie #IndianaJones
2023-06-29 09:02:46+00:00,0,,"Adipurush Controversy :आदिपुरुष पर हाईकोर्ट ने ने की टिप्पणी,हिंदू देवी.देवताओं को लेकर कही ये बात

#adipurush #AdipurushControversy https://t.co/iZXcAEMXVX"
2023-06-29 09:02:23+00:00,1,,#Adipurush #Prabhas #OmRaut
2023-06-29 09:01:10+00:00,5,,"Kovvur day14..🔥🔥
#Adipurush #Prabhas𓃵 https://t.co/Sq0BOOzgUf"
2023-06-29 09:00:08+00:00,8,,"Day14 Guwahati -1 Show FF

@TSeries rey ikkada oka 2 Evening shows add cheyinchu ra...

Day1 to Day14, one of the best performing center for #Adipurush, Guwahati(Assam)

https://t.co/9R9faOwGu2 https://t.co/rdKz0U4WBQ"
2023-06-29 08:58:17+00:00,5,,"Orei babulu @UV_Creations @peoplemediafcy  koncham ah rates thaginchadi ra chudham ani vachina vadu kuda paripothadu me dhikumalina rates chusi 🤬
#Adipurush #Prabhas https://t.co/Ip9Kx7cChp"
2023-06-29 08:58:14+00:00,0,,"@manojmuntashir #adipurush #BreakingNews 
▪️न्यायामूर्ति राजेश सिंह चौहान और न्यायमूर्ति श्री प्रकाश सिंह की पीठ ने फिल्म बनाते समय फिल्म के निर्माताओं की मानसिकता पर  टिप्पणी की।,भगवान राम और भगवान हनुमान सहित रामायण के धार्मिक पात्रों को आपत्तिजनक तरीके से चित्रित करने के लिए आलोचना की। https://t.co/R1HmIY9sRg"
2023-06-29 08:57:44+00:00,2,,@bahl65 😲Atleast #Adipurush makers could have used this as Ravan's Pushpak Viman instead of the filthy Chimgadhad. See its functional &amp; more over this goes with the spike haircut of Saif ‼️Itne bade bade blunder kiye toh thoda aur kar lete. Bache darte toh nahi.
2023-06-29 08:56:19+00:00,1,,"#Adipurush actor Siddhant Karnick, who played the role of Vibhishan in the film, has come out in support of the movie.

https://t.co/a9OYpixfOm"
2023-06-29 08:55:55+00:00,0,,"#Adipurush पर बवाल के बीच फिर टीवी पर आएगी #RamanandSagar की '#Ramayan'

#DNAVideos 

यहां क्लिक कर पढ़ें खबरें-
https://t.co/GH7kizqdG3 https://t.co/Y6s3atXhIV"
2023-06-29 08:55:31+00:00,127,,"#Adipurush 
IMDb - 4.4/10 (97k audience rated)
BMS - 6.1/10 (254.9k audience rated)

According to redFM's, General audience ee rating isthe easily one time watchable ani ardam https://t.co/6hbi0rgQY0"
2023-06-29 08:54:25+00:00,373,,"Happy Ekadashi 🕉

#Adipurush #Prabhas 
@omraut @rajeshnair06 @TrendsPrabhas @Team_Prabhas @peoplemediafcy @GskMedia_PR https://t.co/S1aazUhtmX"
2023-06-29 08:52:45+00:00,0,,Get ready 3pm huppa huyya song coming 😍😍😍#Adipurush https://t.co/G0oZ1W5VbI
2023-06-29 08:52:39+00:00,4,,"ಆದಿಪುರುಷ್ ಸಿನಿಮಾ ವಿವಾದ; ಇದೇ ರೀತಿ ಖುರಾನ್ ಸಿನಿಮಾ ಮಾಡಿನೋಡಿ?: ಹೈಕೋರ್ಟ್
#Adipurush  #controversy #RamanandSagars #Ramayan  #TV #Court
 https://t.co/8IDYeJxfHv"
2023-06-29 08:52:01+00:00,4,,"Not bad ok #Adipurush
#Prabhas https://t.co/RVot3oK61A"
2023-06-29 08:51:55+00:00,0,,"@NandanK89927524 @TPHOffl Is #ADIPURUSH hindi or Telugu movie ?

It's Hindi movie not because it's made in Hindi because it is registered in Hindi industry

in #SalaarTheSaga  director producers and even technicians are kannada
And you wanna steal credit here as Telugu

Saaho
Radhe shyam are Telugu movies"
2023-06-29 08:49:11+00:00,0,,"Adipurush पर Ban ! ""आदिपुरुष को पास करना एक ब्लंडर है"" -Allahabad High Court ने की टिप्पणी
.
.
.
#adipurush #adipurushcontroversy #allahabad #allahabad_high_court #bollywoodcontroversy #inh24x7 #inh24x7digital https://t.co/TzwCxiIjMl"
2023-06-29 08:47:57+00:00,266,,"#Adipurush Day 14 🔥🔥
HYD https://t.co/EPpAE7MqBQ"
2023-06-29 08:47:22+00:00,1,,@AnupamPKher Bhagwan Bholenath k shiv tandav rupu Natraj k neeche baith kar Madirapan krne wala mokaparst kashmiri Pandit jo sirf sasta aur Pise k lalach me Hindu bhawnao ke sath khelta hai. #Adipurush m khilaf ek shabd ni bola gya https://t.co/N9gEbtdK7C
2023-06-29 08:47:10+00:00,43,,"Adipurush पर चर्चा के बीच लौट रही रामानंद सागर की ‘Ramayan’, जानिए कब और कहां होगा प्रसारण

#ramayan #adipurush #ramanandsagar #ramayanretelecast #ramayancomeback #dipikachikhlia #arungovil

https://t.co/gzx4ZEj99a"
2023-06-29 08:46:15+00:00,0,,നമ്മുടെ ദൈവങ്ങൾ സൂപ്പർ ഹീറോകളേക്കാൾ 'കൂൾ'; ആദിപുരുഷ് സിനിമയെ പിന്തുണച്ച് നടൻ സിദ്ധാന്ത് കർണിക്... via @Indiatoday Malayalam https://t.co/4LvmxpXs0Q #adipurush #SiddhantKarnick #cinema #Movienews
2023-06-29 08:44:38+00:00,13,,"ಆದಿಪುರುಷ್ ವಿವಾದದ ನಡುವೆಯೇ ಮತ್ತೆ ಟಿವಿಯಲ್ಲಿ ರಮಾನಂದ್ ಸಾಗರ್ ಅವರ 'ರಾಮಾಯಣ' ಮರು ಪ್ರಸಾರ 
#Bollywood #RamanandSagar #Ramayan #Adipurush #ಬಾಲಿವುಡ್ #ರಮಾನಂದ್_ಸಾಗರ್ #ರಾಮಾಯಣ #ಆದಿಪುರುಷ್_ವಿವಾದ
Read more here: https://t.co/SUAPbCJ8GA"
2023-06-29 08:40:54+00:00,0,,@maxratul @Gohanss26 @SaamaanyaJ Hero bur unfortunately our govt did not able to Understand their propaganda and this type or art which fools them like #adipurush did it most of bjp neta support this movie🤦 they need a person who manage soft power for them and teach them how to Understand movies and propaganda.
2023-06-29 08:40:04+00:00,1,,"#Adipurush movie ni Raghavendra rao tesina vunna better output vachedi anadu ma friend 

@omraut open book chusi kuda copy kotalev entra ott movie ra idi ante nen kuda namma kada ra Intha negativity techav #Prabhas ki finally"
2023-06-29 08:39:36+00:00,1,,"""By disliking the film (#Adipurush) YOU WILL RUIN #Hindutva (caps ours).""

For us, this is the #ManojMuntashirShukla moment of/for this handle.

No, no one wants to ""discard"" you ""into trash"". It is just not a ""#Hindu community"" thing to do. So you can relax on that count."
2023-06-29 08:39:24+00:00,1360,,"Bookings 🥵🔥👌 Today shows are getting filled with Families and kids. First week lo kuda oka National Holiday undalsindhi 🥵... 

#Prabhas #Adipurush https://t.co/rlYY52GlwU"
2023-06-29 08:39:22+00:00,1,,"આપણા દેવતાઓ સુપરહીરોથી પણ કુલ છે, આદિપુરૂષના વિભીષણે કહ્યું કંઇક આવું

#adipurush #siddhantkarnick #Bollywood

https://t.co/uqF9vDkLSv
વધુ સમાચાર વાંચવા ડાઉનલોડ કરો સંદેશ ન્યૂઝ એપ : https://t.co/9GGo9xr2hO"
2023-06-29 08:39:00+00:00,9,,"Anantapur Matniee show 👌
#Adipurush 
3D show eyalsindi 2D 👎 https://t.co/6cXbaOLO4d"
2023-06-29 08:37:26+00:00,75,,"Gudivada Vijayawada 👍
#Adipurush https://t.co/vti7Ph1aGR"
2023-06-29 08:34:30+00:00,46,,"Allahabad High Court continues criticising #Adipurush; says, “Make a wrong documentary on Quran and see what will happen”

https://t.co/M3leZ1mEuL"
